1;1;1;0
1;2;1;3
1;3;1;7
1;4;1;55
1;5;1;97
2;1;1;0
2;2;1;13
2;3;1;6
2;4;1;64
2;5;1;98
3;1;1;0
3;2;1;4
3;3;1;14
3;4;1;50
3;5;1;95
4;1;1;0
4;2;1;5
4;3;1;3
4;4;1;35
4;5;1;87
5;1;1;0
5;2;1;4
5;3;1;9
5;4;1;40
5;5;1;75
6;1;1;0
6;2;1;0
6;3;1;10
6;4;1;40
6;5;1;87
7;1;1;0
7;2;1;10
7;3;1;9
7;4;1;44
7;5;1;97
8;1;1;0
8;2;1;0
8;3;1;0
8;4;1;24
8;5;1;50
